Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,Citation,Created in,Documentation,Example,File extension,has format,has function,has identifier,has input,has output,has topic,Hide in subset,http://data.bioontology.org/metadata/prefixIRI,http://edamontology.org/next_id,http://edamontology.org/noClue,http://purl.obolibrary.org/obo/date,http://purl.obolibrary.org/obo/default-relationship-id-prefix,http://purl.obolibrary.org/obo/edam#data,http://purl.obolibrary.org/obo/edam#edam,http://purl.obolibrary.org/obo/edam#events,http://purl.obolibrary.org/obo/edam#formats,http://purl.obolibrary.org/obo/edam#identifiers,http://purl.obolibrary.org/obo/edam#obsolete,http://purl.obolibrary.org/obo/edam#operations,http://purl.obolibrary.org/obo/edam#topics,http://purl.obolibrary.org/obo/idspace,http://purl.obolibrary.org/obo/is_anti_symmetric,http://purl.obolibrary.org/obo/is_metadata_tag,http://purl.obolibrary.org/obo/is_reflexive,http://purl.obolibrary.org/obo/is_symmetric,http://purl.obolibrary.org/obo/namespace,http://purl.obolibrary.org/obo/remark,http://purl.obolibrary.org/obo/transitive_over,http://purl.org/dc/elements/1.1/contributor,http://purl.org/dc/elements/1.1/creator,http://purl.org/dc/elements/1.1/format,http://purl.org/dc/elements/1.1/title,http://usefulinc.com/ns/doap#Version,http://www.geneontology.org/formats/oboInOwl#consider,http://www.geneontology.org/formats/oboInOwl#hasAlternativeId,http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym,http://www.geneontology.org/formats/oboInOwl#hasDbXref,http://www.geneontology.org/formats/oboInOwl#hasDefinition,http://www.geneontology.org/formats/oboInOwl#hasExactSynonym,http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,http://www.geneontology.org/formats/oboInOwl#hasSubset,http://www.geneontology.org/formats/oboInOwl#inSubset,http://www.geneontology.org/formats/oboInOwl#isCyclic,http://www.geneontology.org/formats/oboInOwl#replacedBy,http://www.geneontology.org/formats/oboInOwl#savedBy,http://www.geneontology.org/formats/oboInOwl#SubsetProperty,http://xmlns.com/foaf/0.1/page,is format of,is function of,is identifier of,is input of,is output of,is topic of,isdebtag,Media type,Obsolete since,Regular expression,Related term
http://edamontology.org/operation_____Velocity_extraction,Velocity extraction,,,FALSE,,,http://edamontology.org/operation_Feature_extraction,,,,,,,,,,,,,operation_____Velocity_extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://edamontology.org/operation____Contrast_enhancement,Contrast enhancement,,,FALSE,,,http://edamontology.org/operation_Image_enhancement,,,,,,,,,,,,,operation____Contrast_enhancement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operation,,,,,,,,,,,,,,,,
http://edamontology.org/operation____Edge_detection,Edge detection,,Relation with Feature enhancement,FALSE,,,http://edamontology.org/operation_Object_detection,,,,,,,,,,,,,operation____Edge_detection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://edamontology.org/operation____Model-based_segmentation,Model-based segmentation,,ToDo: add a few more but not too many specialised concepts under here.,FALSE,,,http://edamontology.org/operation_Image_segmentation,,,,,,,,,,,,,operation____Model-based_segmentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://edamontology.org/operation____Region_growing,Region growing,Region-based segmentation,Needs a comment about the relation between the Watershed and Region growing.,FALSE,,,http://edamontology.org/operation_Image_segmentation,,,,,,,,,,,,,operation____Region_growing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Region-based segmentation,,,,,,,bioimaging|Operations|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation____Slice_rendering,Slice rendering,Slice viewing|Cut plane rendering,,FALSE,,,http://edamontology.org/operation_Image_visualisation,,,,,,,,,,,,,operation____Slice_rendering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slice viewing|Cut plane rendering,,,,,,,,,,,,,,,,,,,,
http://edamontology.org/operation____Surface_rendering,Surface rendering,,,FALSE,,,http://edamontology.org/operation_Image_visualisation,,,,,,,,,,,,,operation____Surface_rendering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://edamontology.org/operation____Top-hat_transform,Top-hat transform,Hat transform|White top-hat transform|Black top-hat transform|Bottom-hat transform,Top-hat transform is a morphological operation computed by subtracting the opened image from the original input image. It is used to extract small elements and details from given images.|The bottom-hat transform: the residual of a closing compared to the original image.,FALSE,,,http://edamontology.org/operation_Morphological_operations,,,,,,,,,,,,,operation____Top-hat_transform,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hat transform,,Top-hat transform is a morphological operation computed by subtracting the opened image from the original input image. It is used to extract small elements and details from given images.,White top-hat transform,,Black top-hat transform|Bottom-hat transform,,,,,,,,,,,,,,,,,,
http://edamontology.org/operation___Clustering,Clustering,,"Clustering (or cluster analysis) is a process of grouping a set of data points (objects) in such a way that objects in the same group (forming a cluster) are, in some sense,  more similar to each other than to those in other groups (clusters).

Clustering is sometimes referred to as unsupervised classification.",FALSE,,,http://edamontology.org/operation_0004,,,,,,,,,,,,,operation___Clustering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clustering (or cluster analysis) is a process of grouping a set of data points (objects) in such a way that objects in the same group (forming a cluster) are, in some sense,  more similar to each other than to those in other groups (clusters).

Clustering is sometimes referred to as unsupervised classification.",,,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation___Colocalisation_analysis,Colocalisation analysis,Colocalization analysis|Co-localisation analysis|Co-localization analysis,,FALSE,,,http://edamontology.org/operation_3443,,,,,,,,,,,,,operation___Colocalisation_analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colocalization analysis|Co-localisation analysis|Co-localization analysis,,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation___Image_convolution,Image convolution,Linear shift invariant image filtering,,FALSE,,,http://edamontology.org/operation_Image_processing,,,,,,,,,,,,,operation___Image_convolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linear shift invariant image filtering,,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation___Image_validation,Image validation,,,FALSE,,,http://edamontology.org/operation___Validation,,,,,,,,,,,,,operation___Image_validation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation___Optimisation_or_refinement,Optimisation or refinement,Optimization or refinement,,FALSE,,,http://edamontology.org/operation_0004,,,,,,,,,,,,,operation___Optimisation_or_refinement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optimization or refinement,,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation___Parameter_optimisation,Parameter optimisation,Parameter optimization|Model optimisation|Model training,,FALSE,,,http://edamontology.org/operation___Optimisation_or_refinement,,,,,,,,,,,,,operation___Parameter_optimisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parameter optimization,,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,Model optimisation|Model training
http://edamontology.org/operation___Pixel-based_colocalisation,Pixel-based colocalisation analysis,Pixel-based co-localisation analysis|Voxel-based colocalisation analysis|Pixel-based colocalization analysis|Manders coefficient,,FALSE,,,http://edamontology.org/operation___Colocalisation_analysis,,,,,,,,,,,,,operation___Pixel-based_colocalisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pixel-based co-localisation analysis|Voxel-based colocalisation analysis|Pixel-based colocalization analysis,,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,Manders coefficient
http://edamontology.org/operation___Trajectory_analysis,Trajectory analysis,Displacement analysis|Motility analysis,,FALSE,,,http://edamontology.org/operation_Image_tracking,,,,,,,,,,,,,operation___Trajectory_analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Displacement analysis|Motility analysis,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation___Validation,Validation,,,FALSE,,,http://edamontology.org/operation_0004,,,,,,,,,,,,bioimaging,operation___Validation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operations|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation___Wound-healing_analysis,Wound-healing analysis,Wound-healing assay|Scratch assay,,FALSE,,,http://edamontology.org/operation_Image_tracking,,,,,,,,,,,,,operation___Wound-healing_analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wound-healing assay|Scratch assay
http://edamontology.org/operation__R1NVO6hpWWcs99UiEFiOfK,Tomographic reconstruction,Tomography reconstruction|Filtered back projection,,FALSE,,,http://edamontology.org/operation_Image_reconstruction,,,,,,,,,,,,,operation__R1NVO6hpWWcs99UiEFiOfK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomography reconstruction,Filtered back projection,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__R3BGvVm77d5vFMF6f28ZiW,Geometric distortion correction,Lens distortion correction,,FALSE,,,http://edamontology.org/operation__R7MFwdgojfmkZ07yWbdcda0,,,,,,,,,,,,,operation__R3BGvVm77d5vFMF6f28ZiW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lens distortion correction,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__R7MFwdgojfmkZ07yWbdcda0,Image correction,Instrument aberration correction|Image pre-processing|Image preprocessing,"Image correction is the removal of aberrations originating from the imaging instrument, lighting, or sample.",FALSE,,,http://edamontology.org/operation_Image_processing,,,,,,,,,,,,,operation__R7MFwdgojfmkZ07yWbdcda0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Image correction is the removal of aberrations originating from the imaging instrument, lighting, or sample.",,Instrument aberration correction,Image pre-processing|Image preprocessing,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__R7qn3VpJyCAPGqdW6ia3h2d,Spectral unmixing,Color deconvolution,,FALSE,,,http://edamontology.org/operation__R7MFwdgojfmkZ07yWbdcda0,,,,,,,,,,,,,operation__R7qn3VpJyCAPGqdW6ia3h2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color deconvolution,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__R8ANfLkuHu47r739AkhxrId,Affine transformation,Orthographic projection,,FALSE,,,http://edamontology.org/operation_Geometrical_transform,,,,,,,,,,,,,operation__R8ANfLkuHu47r739AkhxrId,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthographic projection,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__R8EfungVXA0oQM2Ac7YY5eu,Single molecule localisation,Single molecule localization|PAINT image reconstruction|Single-molecule localization microscopy image reconstruction|STORM image reconstruction|SMLM image reconstruction|Single-molecule localisation microscopy image reconstruction|PALM image reconstruction,,FALSE,,,http://edamontology.org/operation_Image_reconstruction|http://edamontology.org/operation__RBNng13hEB0CJD5VzSKqrfB,,,,,,,,,,,,,operation__R8EfungVXA0oQM2Ac7YY5eu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single molecule localization,PAINT image reconstruction|Single-molecule localization microscopy image reconstruction|STORM image reconstruction|SMLM image reconstruction|Single-molecule localisation microscopy image reconstruction|PALM image reconstruction,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__R8V95OnTjs7fCvVXWjaXrh6,Structured illumination reconstruction,,,FALSE,,,http://edamontology.org/operation_Image_reconstruction,,,,,,,,,,,,,operation__R8V95OnTjs7fCvVXWjaXrh6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__R9EjejimBB0tmnQRmZt0RhA,Feature-based registration,Shape-based registration|Object registration,,FALSE,,,http://edamontology.org/operation_Image_registration,,,,,,,,,,,,,operation__R9EjejimBB0tmnQRmZt0RhA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shape-based registration|Object registration,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__R9FvNkpDIaqZQhLVlPsHisj,Synthetic image generation,Image simulation|Simulated image generation,,FALSE,,,http://edamontology.org/operation__RDFFD5jBfUw74a3vJeBAGB1,,,,,,,,,,,,,operation__R9FvNkpDIaqZQhLVlPsHisj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Image simulation|Simulated image generation,,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__R9Qf06vxvFj2UbAk7pW3IMG,Filament tracing,Tubular structure extraction|Biofilament tracing|Curvilinear structure reconstruction|Curvilinear structure detection|Neuron reconstruction,"Filament tracing operations are image analysis operations in which there is an image of a filamentous structure (it may be a tree-like structure, a filament network or a agglomeration of single 'stick-like' filaments)  as input and outputs data that represent the filament, most commonly a skeleton representation of the filaments and their diameters or surfaces.",FALSE,,,http://edamontology.org/operation_Image_segmentation,,,,,,,,,,,,,operation__R9Qf06vxvFj2UbAk7pW3IMG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tubular structure extraction,Biofilament tracing,Curvilinear structure reconstruction|Curvilinear structure detection,,operations|bioimaging|edam,,,,,,,,,,,,,,,,Neuron reconstruction
http://edamontology.org/operation__R9Vc5BV3ZMcLHEL6WEceXbY,Rigid registration,Rigid image registration,Parametric (global) registration restricted to rigid transformations (translation and rotation).,FALSE,,,http://edamontology.org/operation__RLtOI0poPsYRHzgXbAcr2E,,,,,,,,,,,,,operation__R9Vc5BV3ZMcLHEL6WEceXbY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rigid image registration,,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__RBh3vNecu5XlIPh3kbMM4Cq,Drift correction,,,FALSE,,,http://edamontology.org/operation__R7MFwdgojfmkZ07yWbdcda0,,,,,,,,,,,,,operation__RBh3vNecu5XlIPh3kbMM4Cq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__RBNng13hEB0CJD5VzSKqrfB,Object detection,Object localisation|Object localization|Isolated object detection|Particle detection,,FALSE,,,http://edamontology.org/operation_3443,,,,,,,,,,,,,operation__RBNng13hEB0CJD5VzSKqrfB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Object localisation|Object localization|Isolated object detection|Particle detection,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__RBPObKBKIMwjdLygBOlvojW,Selective plane illumination microscopy reconstruction,,,FALSE,,,http://edamontology.org/operation_Image_reconstruction,,,,,,,,,,,,,operation__RBPObKBKIMwjdLygBOlvojW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__RBUpi1JSczmHQSf8Q8fDzG5,Collective object tracking,Wound healing analysis|Scratch assay analysis,,FALSE,,,http://edamontology.org/operation_Image_tracking,,,,,,,,,,,,,operation__RBUpi1JSczmHQSf8Q8fDzG5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wound healing analysis|Scratch assay analysis,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__RBYLqCqN4rP7Jy5m5mxpTeM,Frequency-domain analysis,Analysis in the frequency domain|Fast Fourier transform|Wavelet transform|FFT,"Frequency domain analysis  is a process that quantifies the various amounts  (e.g. amplitudes, powers, intensities, or phases), versus frequency. It requires decomposition a complex signal into a sum of many individual frequency components.|Analysis in the frequency domain is applicable within signal analysis in general, including image analysis.|Frequency domain analysis (or spectral density estimation), is the process of decomposing a complex signal into simpler parts. Many physical processes are best described as a sum of many individual frequency components. Any process that quantifies the various amounts (e.g. amplitudes, powers, intensities, or phases), versus frequency can be called spectrum analysis.

The Fourier transform of a function produces its frequency spectrum by decomposing the function into its sine and cosine components.

Whereas  the standard Fourier transform is only localized in frequency, wavelets are localized in both time and frequency. Wavelets are handcrafted to correlate with particular frequencies in a signal; a set of wavelets is usually used for a complete analysis.",FALSE,,,http://edamontology.org/operation_2945,,,,,,,,,,,,,operation__RBYLqCqN4rP7Jy5m5mxpTeM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frequency domain analysis  is a process that quantifies the various amounts  (e.g. amplitudes, powers, intensities, or phases), versus frequency. It requires decomposition a complex signal into a sum of many individual frequency components.",Analysis in the frequency domain,,Fast Fourier transform|Wavelet transform,,operations|bioimaging|edam,,,,,,,,,,,,,,,,FFT
http://edamontology.org/operation__RCi5QWhY2hXnO46smg6bHRQ,Detector gain correction,,multiplicative,FALSE,,,http://edamontology.org/operation__R7MFwdgojfmkZ07yWbdcda0,,,,,,,,,,,,,operation__RCi5QWhY2hXnO46smg6bHRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__RCPVGO34XrwrJasQ5yWBg9k,Deformable registration,Elastic registration,,FALSE,,,http://edamontology.org/operation_Image_registration,,,,,,,,,,,,,operation__RCPVGO34XrwrJasQ5yWBg9k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elastic registration,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__RDetoixS3xEu0agR2CebaoB,Pattern recognition,,,FALSE,,,http://edamontology.org/operation_2423,,,,,,,,,,,,,operation__RDetoixS3xEu0agR2CebaoB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__RDFFD5jBfUw74a3vJeBAGB1,Image generation,Image synthesis,,FALSE,,,http://edamontology.org/operation_3429,,,,,,,,,,,,,operation__RDFFD5jBfUw74a3vJeBAGB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Image synthesis,,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__RDggamr21qZlMqkQmyOdC7l,Landmark assignment,Reference point assignment|Fiducial placement|Seed point selection,"Labelling? Not allowed to stand alone, needs additional modifiers as means various things. Maybe not that relevant here. Anywhere else?",FALSE,,,http://edamontology.org/operation_3553,,,,,,,,,,,,,operation__RDggamr21qZlMqkQmyOdC7l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reference point assignment,Fiducial placement,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,Seed point selection
http://edamontology.org/operation__RDlueIjODveP3FyOknVAqo5,Detector bias correction,Camera bias correction,Additive,FALSE,,,http://edamontology.org/operation__R7MFwdgojfmkZ07yWbdcda0,,,,,,,,,,,,,operation__RDlueIjODveP3FyOknVAqo5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camera bias correction,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__RDr8xcZEa4L3mZsslmhhee8,Chromatic aberration correction,Channel shift correction,,FALSE,,,http://edamontology.org/operation__R7MFwdgojfmkZ07yWbdcda0,,,,,,,,,,,,,operation__RDr8xcZEa4L3mZsslmhhee8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Channel shift correction,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__RDsrmC9l0bZw9kGJzGMCyY8,Isolated object tracking,,,FALSE,,,http://edamontology.org/operation_Image_tracking,,,,,,,,,,,,,operation__RDsrmC9l0bZw9kGJzGMCyY8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__RDyyXyhf1oHK93opXhEnRND,Image denoising,Noise reduction,,FALSE,,,http://edamontology.org/operation_Image_reconstruction|http://edamontology.org/operation_Image_enhancement,,,,,,,,,,,,,operation__RDyyXyhf1oHK93opXhEnRND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noise reduction,,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__Rhb4iyLUQWY4HnhPpuqNNI,Image crop,,,FALSE,,,http://edamontology.org/operation_Image_processing,,,,,,,,,,,,,operation__Rhb4iyLUQWY4HnhPpuqNNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__RLtOI0poPsYRHzgXbAcr2E,Affine registration,Affine image registration,"Parametric (global) registration restricted to affine transforms (allowing translation, rotation, scaling, shear, reflection and their compositions).",FALSE,,,http://edamontology.org/operation_Image_registration,,,,,,,,,,,,,operation__RLtOI0poPsYRHzgXbAcr2E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Affine image registration,,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation__RyCFuPLOeGxpcGjYbWcWWD,Object classification,Isolated object classification|Semantic object classification,,FALSE,,,http://edamontology.org/operation_2990|http://edamontology.org/operation_3443,,,,,,,,,,,,,operation__RyCFuPLOeGxpcGjYbWcWWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isolated object classification|Semantic object classification,,,,operations|bioimaging,,,,,,,,,,,,,,,,
http://edamontology.org/operation_0004,Operation,Function|Computational procedure|Computational subroutine|Computational operation|Function (programming)|Lambda abstraction|Mathematical function|Mathematical operation|Computational method|Computational tool|sumo:Function|Process,"A function that processes a set of inputs and results in a set of outputs, or associates arguments (inputs) with values (outputs).|Special cases are: a) An operation that consumes no input (has no input arguments). Such operation is either a constant function, or an operation depending only on the underlying state. b) An operation that may modify the underlying state but has no output. c) The singular-case operation with no input or output, that still may modify the underlying state.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,beta12orEarlier,,,,,,,,,,,operation_0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,Function,,"A function that processes a set of inputs and results in a set of outputs, or associates arguments (inputs) with values (outputs).",,Computational procedure|Computational subroutine|Computational operation|Function (programming)|Lambda abstraction|Mathematical function|Mathematical operation|Computational method,Computational tool|sumo:Function|Process,,navigation|edam|http://purl.obolibrary.org/obo/edam#operations|http://purl.obolibrary.org/obo/edam#bioimaging,,,,,,,,,,,,,,,,
http://edamontology.org/operation_0226,Annotation,,,FALSE,,,http://edamontology.org/operation_0004,,,,,,,,,,,,bioimaging?,operation_0226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operations|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation_0337,Visualisation,Plotting,"Re-occurs among biii.info tags (visualisation, rendering, viewer, classification, ...)",FALSE,,,http://edamontology.org/operation_0004,,,,,,,,,,,,bioimaging?,operation_0337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plotting,,,operations|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation_2409,Data handling,,,FALSE,,,http://edamontology.org/operation_0004,,,,,,,,,,,,bioimaging,operation_2409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operations|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation_2423,Prediction and recognition,,"ToDo: Clear up relation between Classification, Clustering, and Prediction and recognition (also in main EDAM)",FALSE,,,http://edamontology.org/operation_0004,,,,,,,,,,,,bioimaging,operation_2423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operations|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation_2928,Alignment construction,,"Existence of this term is due to ""big"" EDAM, is hidden in bioimaging",FALSE,,,http://edamontology.org/operation_0004,,,,,,,,,,,,bioimaging,operation_2928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operations|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation_2945,Analysis,,Analysis is the process of decomposing a complex topic or substance into smaller parts in order to improve understanding of it.,FALSE,,,http://edamontology.org/operation_0004,,,,,,,,,,,,bioimaging,operation_2945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analysis is the process of decomposing a complex topic or substance into smaller parts in order to improve understanding of it.,,,,,operations|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation_2990,Classification,,"Re-occurs among biii.info tags (visualisation, rendering, viewer, classification, ...)|ToDo: Clear up relation between Classification, Clustering, and Prediction and recognition (also in main EDAM)",FALSE,,,http://edamontology.org/operation_0004,,,,,,,,,,,,bioimaging?,operation_2990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operations|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation_3096,Editing,,,FALSE,,,http://edamontology.org/operation_2409,,,,,,,,,,,,bioimaging,operation_3096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operations|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation_3429,Generation,Synthesis,,FALSE,,,http://edamontology.org/operation_0004,,,,,,,,,,,,bioimaging,operation_3429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Synthesis,,,,operations|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation_3434,Conversion,,,FALSE,,,http://edamontology.org/operation_2409,,,,,,,,,,,,bioimaging,operation_3434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operations|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation_3441,Plotting,,"Visualisation vs Plotting vs Image generation. Should these be merged? Which of these should be the top concept, and which sub-concepts, and which narrow synonyms?",FALSE,,,http://edamontology.org/operation_0337,,,,,,,,,,,,bioimaging,operation_3441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operations|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation_3443,Image analysis,General image analysis,"Image analysis is a process of extraction of meaningful quantitative or qualitative information from (digital) images, by means of digital image processing techniques, typically using computers.",FALSE,,,http://edamontology.org/operation_2945,,,,,,,,,,,,,operation_3443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Image analysis is a process of extraction of meaningful quantitative or qualitative information from (digital) images, by means of digital image processing techniques, typically using computers.",,General image analysis,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation_3553,Image annotation,,"Image annotation is the process of defining metadata to a digital image, e.g. defining regions, marking points, creating textual descriptions, attaching tags to image contents. Can be manual or automatic.",FALSE,,,http://edamontology.org/operation_0226,,,,,,,,,,,,,operation_3553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Image annotation is the process of defining metadata to a digital image, e.g. defining regions, marking points, creating textual descriptions, attaching tags to image contents. Can be manual or automatic.",,,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation_Active_contours,Active contours,Active contour model|Active contour models|Snakes,"'Active contours' is an energy-minimizing deformable parametric contour, that is typically used to segment image regions enclosed by edges.",FALSE,,,http://edamontology.org/operation____Model-based_segmentation,,,,,,,,,,,,,operation_Active_contours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'Active contours' is an energy-minimizing deformable parametric contour, that is typically used to segment image regions enclosed by edges.",Active contour model|Active contour models,Snakes,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation_Adaptative_thresholding,Adaptive thresholding,Local thresholding|Adaptative thresholding|Dynamic thresholding,,FALSE,,,http://edamontology.org/operation_Image_thresholding,,,,,,,,,,,,,operation_Adaptative_thresholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local thresholding|Adaptative thresholding|Dynamic thresholding,,,,operations|bioimaging|edam,,,,,,,,,,,,,,,,
