Class ID	Preferred Label	Synonyms	Definitions	Obsolete	CUI	Semantic Types	Parents	Citation	Created in	Documentation	Example	File extension	has format	has function	has identifier	has input	has output	has topic	Hide in subset	http://data.bioontology.org/metadata/prefixIRI	http://edamontology.org/next_id	http://edamontology.org/noClue	http://purl.obolibrary.org/obo/date	http://purl.obolibrary.org/obo/default-relationship-id-prefix	http://purl.obolibrary.org/obo/edam#data	http://purl.obolibrary.org/obo/edam#edam	http://purl.obolibrary.org/obo/edam#events	http://purl.obolibrary.org/obo/edam#formats	http://purl.obolibrary.org/obo/edam#identifiers	http://purl.obolibrary.org/obo/edam#obsolete	http://purl.obolibrary.org/obo/edam#operations	http://purl.obolibrary.org/obo/edam#topics	http://purl.obolibrary.org/obo/idspace	http://purl.obolibrary.org/obo/is_anti_symmetric	http://purl.obolibrary.org/obo/is_metadata_tag	http://purl.obolibrary.org/obo/is_reflexive	http://purl.obolibrary.org/obo/is_symmetric	http://purl.obolibrary.org/obo/namespace	http://purl.obolibrary.org/obo/remark	http://purl.obolibrary.org/obo/transitive_over	http://purl.org/dc/elements/1.1/contributor	http://purl.org/dc/elements/1.1/creator	http://purl.org/dc/elements/1.1/format	http://purl.org/dc/elements/1.1/title	http://usefulinc.com/ns/doap#Version	http://www.geneontology.org/formats/oboInOwl#consider	http://www.geneontology.org/formats/oboInOwl#hasAlternativeId	http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym	http://www.geneontology.org/formats/oboInOwl#hasDbXref	http://www.geneontology.org/formats/oboInOwl#hasDefinition	http://www.geneontology.org/formats/oboInOwl#hasExactSynonym	http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym	http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym	http://www.geneontology.org/formats/oboInOwl#hasSubset	http://www.geneontology.org/formats/oboInOwl#inSubset	http://www.geneontology.org/formats/oboInOwl#isCyclic	http://www.geneontology.org/formats/oboInOwl#replacedBy	http://www.geneontology.org/formats/oboInOwl#savedBy	http://www.geneontology.org/formats/oboInOwl#SubsetProperty	http://xmlns.com/foaf/0.1/page	is format of	is function of	is identifier of	is input of	is output of	is topic of	isdebtag	Media type	Obsolete since	Regular expression	Related term
http://edamontology.org/operation__RLtOI0poPsYRHzgXbAcr2E	Affine registration	Affine image registration	"Parametric (global) registration restricted to affine transforms (allowing translation, rotation, scaling, shear, reflection and their compositions)."	FALSE			http://edamontology.org/operation_Image_registration													operation__RLtOI0poPsYRHzgXbAcr2E																															Affine image registration				operations|bioimaging|edam																
http://edamontology.org/operation__RyCFuPLOeGxpcGjYbWcWWD	Object classification	Semantic object classification|Isolated object classification		FALSE			http://edamontology.org/operation_2990|http://edamontology.org/operation_3443													operation__RyCFuPLOeGxpcGjYbWcWWD																															Semantic object classification|Isolated object classification				operations|bioimaging																
http://edamontology.org/operation_0004	Operation	Function|Computational procedure|Computational subroutine|Computational operation|Function (programming)|Lambda abstraction|Mathematical function|Mathematical operation|Computational method|Computational tool|sumo:Function|Process	"A function that processes a set of inputs and results in a set of outputs, or associates arguments (inputs) with values (outputs).|Special cases are: a) An operation that consumes no input (has no input arguments). Such operation is either a constant function, or an operation depending only on the underlying state. b) An operation that may modify the underlying state but has no output. c) The singular-case operation with no input or output, that still may modify the underlying state."	FALSE			http://www.w3.org/2002/07/owl#Thing		beta12orEarlier											operation_0004																												Function		"A function that processes a set of inputs and results in a set of outputs, or associates arguments (inputs) with values (outputs)."		Computational procedure|Computational subroutine|Computational operation|Function (programming)|Lambda abstraction|Mathematical function|Mathematical operation|Computational method	Computational tool|sumo:Function|Process		navigation|edam|http://purl.obolibrary.org/obo/edam#operations|http://purl.obolibrary.org/obo/edam#bioimaging																
http://edamontology.org/operation_0226	Annotation			FALSE			http://edamontology.org/operation_0004												bioimaging?	operation_0226																																			operations|edam																
http://edamontology.org/operation_0337	Visualisation	Plotting	"Re-occurs among biii.info tags (visualisation, rendering, viewer, classification, ...)"	FALSE			http://edamontology.org/operation_0004												bioimaging?	operation_0337																																Plotting			operations|edam																
http://edamontology.org/operation_2409	Data handling			FALSE			http://edamontology.org/operation_0004												bioimaging	operation_2409																																			operations|edam																
http://edamontology.org/operation_2423	Prediction and recognition		"ToDo: Clear up relation between Classification, Clustering, and Prediction and recognition (also in main EDAM)"	FALSE			http://edamontology.org/operation_0004												bioimaging	operation_2423																																			operations|edam																
http://edamontology.org/operation_2928	Alignment construction			FALSE			http://edamontology.org/operation_0004												bioimaging	operation_2928																																			operations|edam																
http://edamontology.org/operation_2945	Analysis			FALSE			http://edamontology.org/operation_0004												bioimaging	operation_2945																																			operations|edam																
http://edamontology.org/operation_2990	Classification		"Re-occurs among biii.info tags (visualisation, rendering, viewer, classification, ...)|ToDo: Clear up relation between Classification, Clustering, and Prediction and recognition (also in main EDAM)"	FALSE			http://edamontology.org/operation_0004												bioimaging?	operation_2990																																			operations|edam																
http://edamontology.org/operation_3096	Editing			FALSE			http://edamontology.org/operation_2409												bioimaging	operation_3096																																			operations|edam																
http://edamontology.org/operation_3429	Generation			FALSE			http://edamontology.org/operation_0004												bioimaging	operation_3429																																			operations|edam																
http://edamontology.org/operation_3434	Conversion			FALSE			http://edamontology.org/operation_2409												bioimaging	operation_3434																																			operations|edam																
http://edamontology.org/operation_3441	Plotting		"Visualisation vs Plotting vs Image generation. Should these be merged? Which of these should be the top concept, and which sub-concepts, and which narrow synonyms?"	FALSE			http://edamontology.org/operation_0337												bioimaging	operation_3441																																			operations|edam																
http://edamontology.org/operation_3443	Image analysis	General image analysis		FALSE			http://edamontology.org/operation_2945													operation_3443																																General image analysis			operations|bioimaging|edam																
http://edamontology.org/operation_3553	Image annotation		"Suggested def: image annotation is the process of defining metadata to a digital image, e.g. defining regions, marking points, creating textual descriptions, attaching tags to image contents. Can be manual or automatic."	FALSE			http://edamontology.org/operation_0226													operation_3553																																			operations|bioimaging|edam																
http://edamontology.org/operation_Active_contours	Active contours	Active contour model|Active contour models|Snakes	"'Active contours' is an energy-minimizing deformable parametric contour, that is typically used to segment image regions enclosed by edges."	FALSE			http://edamontology.org/operation____Model-based_segmentation													operation_Active_contours																														"'Active contours' is an energy-minimizing deformable parametric contour, that is typically used to segment image regions enclosed by edges."	Active contour model|Active contour models	Snakes			operations|bioimaging|edam																
http://edamontology.org/operation_Adaptative_thresholding	Adaptative thresholding			FALSE			http://edamontology.org/operation_Image_segmentation													operation_Adaptative_thresholding																																			operations|bioimaging|edam																
http://edamontology.org/operation_Anaglyph	Anaglyph			FALSE			http://edamontology.org/operation_Image_visualisation													operation_Anaglyph																																			operations|bioimaging|edam																
http://edamontology.org/operation_Cell_counting	Object counting			FALSE			http://edamontology.org/operation_3443													operation_Cell_counting																																			operations|bioimaging|edam																
http://edamontology.org/operation_Cell_segmentation	Cell segmentation			FALSE			http://edamontology.org/operation_Image_segmentation													operation_Cell_segmentation																																			operations|bioimaging|edam																
http://edamontology.org/operation_Cell_tracking	Cell tracking			FALSE			http://edamontology.org/operation__RDsrmC9l0bZw9kGJzGMCyY8													operation_Cell_tracking																																			operations|bioimaging|edam																
http://edamontology.org/operation_Closing	Closing			FALSE			http://edamontology.org/operation_Morphological_operations													operation_Closing																																			operations|bioimaging|edam																
http://edamontology.org/operation_Dilation	Dilation	Dilatation	Dilation is a morphogical operation in which an object's size increases by the radius of a structuring element.	FALSE			http://edamontology.org/operation_Morphological_operations													operation_Dilation																														Dilation is a morphogical operation in which an object's size increases by the radius of a structuring element.	Dilatation				operations|bioimaging|edam																
http://edamontology.org/operation_Distance_transform	Distance transform			FALSE			http://edamontology.org/operation_Morphological_operations													operation_Distance_transform																																			operations|bioimaging|edam																
http://edamontology.org/operation_Edge_detection	Feature enhancement	Edge enhancement|Steerable fliter|Matching filter	Relation with Edge detection...	FALSE			http://edamontology.org/operation_Image_enhancement													operation_Edge_detection																																Edge enhancement			operations|bioimaging|edam																Steerable fliter|Matching filter
http://edamontology.org/operation_Erosion	Erosion			FALSE			http://edamontology.org/operation_Morphological_operations													operation_Erosion																																			operations|bioimaging|edam																
http://edamontology.org/operation_Feature_extraction	Object feature extraction	Feature detection|Image labeling|SURF		FALSE			http://edamontology.org/operation_3443													operation_Feature_extraction																															Feature detection|Image labeling	SURF			operations|bioimaging|edam																
http://edamontology.org/operation_Geometrical_transform	Geometrical transformation			FALSE			http://edamontology.org/operation_Image_processing													operation_Geometrical_transform																																			operations|bioimaging|edam																
http://edamontology.org/operation_Homogeneity	Homogeneity			FALSE			http://edamontology.org/operation_Feature_extraction													operation_Homogeneity																																			operations|bioimaging|edam																
http://edamontology.org/operation_Illumination_correction	Illumination correction	Flat field correction		FALSE			http://edamontology.org/operation__R7MFwdgojfmkZ07yWbdcda0													operation_Illumination_correction																															Flat field correction				operations|bioimaging|edam																
http://edamontology.org/operation_Image_classification	Image classification	Image clustering		FALSE			http://edamontology.org/operation_2990|http://edamontology.org/operation_3443													operation_Image_classification																																			operations|bioimaging|edam																Image clustering
http://edamontology.org/operation_Image_colocalization	Object-based colocalisation	Object-based colocalization|Object-based co-localisation		FALSE			http://edamontology.org/operation___Colocalisation_analysis													operation_Image_colocalization																															Object-based colocalization|Object-based co-localisation				operations|bioimaging|edam																
http://edamontology.org/operation_Image_deconvolution	Image deconvolution			FALSE			http://edamontology.org/operation_Image_reconstruction													operation_Image_deconvolution																																			operations|bioimaging|edam																
http://edamontology.org/operation_Image_enhancement	Image enhancement	Image restoration	"Image enhancement is a term used to refer to an operation that increases the quality of the image, being historically more used in the context of contrast enhancement (which improves visualization for the human eye). However, image enhancement is also a very general term that refers to operations that enhance features interest in the image. An image enhancement operation moves further away from the ""reality"", as opposed to Image reconstruction that moves closer to the ""reality""."	FALSE			http://edamontology.org/operation_Image_processing													operation_Image_enhancement																																Image restoration			operations|bioimaging|edam																
http://edamontology.org/operation_Image_processing	Image processing	Image pre-processing|Image filtering|Image preprocessing|Image postprocessing|Image post-processing|Image manipulation		FALSE			http://edamontology.org/operation_0004													operation_Image_processing																																Image pre-processing|Image filtering|Image preprocessing|Image postprocessing|Image post-processing	Image manipulation		operations|bioimaging|edam																
http://edamontology.org/operation_Image_reconstruction	Image reconstruction	Image restoration	"Image enhancement moves further away from the ""reality"", as opposed to Image reconstruction that moves closer to the ""reality""."	FALSE			http://edamontology.org/operation_Image_processing|http://edamontology.org/operation__RDFFD5jBfUw74a3vJeBAGB1													operation_Image_reconstruction																																Image restoration			operations|bioimaging|edam																
http://edamontology.org/operation_Image_registration	Image registration	Image alignment	"Image registration is the process of transforming different sets of data into one coordinate system. Registration is necessary in order to be able to compare or integrate the data obtained from different sensors/imaging modalities, at different times, from different view points, etc.  .

Registration can  be based on correspondence established between the landmarks or feature points. Alternatively, some similarity/distance metric is established between the image intensity maps to navigate the registration process."	FALSE			http://edamontology.org/operation_Image_processing|http://edamontology.org/operation_2928													operation_Image_registration																															Image alignment				operations|bioimaging|edam																
http://edamontology.org/operation_Image_segmentation	Image segmentation		Image segmentation is (one of) the (few) concept(s) on the border between Image (pre)processing (Image->Image) and Image analysis (Image->Data).	FALSE			http://edamontology.org/operation_Image_processing|http://edamontology.org/operation_3443													operation_Image_segmentation																																			operations|bioimaging|edam																
http://edamontology.org/operation_Image_smoothing	Smoothing	Gaussian filtering|Gaussian blurring|Gaussian smoothing|Blurring		FALSE			http://edamontology.org/operation_Image_enhancement													operation_Image_smoothing																																Gaussian filtering|Gaussian blurring|Gaussian smoothing	Blurring		operations|bioimaging|edam																
http://edamontology.org/operation_Image_stitching	Image stitching			FALSE			http://edamontology.org/operation_Image_reconstruction													operation_Image_stitching																																			operations|bioimaging|edam																
http://edamontology.org/operation_Image_thresholding	Image thresholding	Thresholding|Clustering-based image thresholding		FALSE			http://edamontology.org/operation_Image_segmentation													operation_Image_thresholding																															Thresholding	Clustering-based image thresholding			operations|bioimaging|edam																
http://edamontology.org/operation_Image_tracking	Object tracking	Tracking		FALSE			http://edamontology.org/operation_3443													operation_Image_tracking																															Tracking				operations|bioimaging|edam																
http://edamontology.org/operation_Image_visualisation	Image visualisation	Rendering|Lookup table	"Visualisation vs Plotting vs Image generation. Should these be merged? Which of these should be the top concept, and which sub-concepts, and which narrow synonyms?"	FALSE			http://edamontology.org/operation_0337													operation_Image_visualisation																															Rendering	Lookup table			operations|bioimaging|edam																
http://edamontology.org/operation_Interactive_segmentation	Interactive segmentation	Manual segmentation		FALSE			http://edamontology.org/operation_Image_segmentation													operation_Interactive_segmentation																															Manual segmentation				operations|bioimaging|edam																
http://edamontology.org/operation_Linear_transformation	Linear transformation			FALSE			http://edamontology.org/operation__R8ANfLkuHu47r739AkhxrId													operation_Linear_transformation																																			operations|bioimaging|edam																
http://edamontology.org/operation_Local_thresholding	Local thresholding		Concrete algorithm?	FALSE			http://edamontology.org/operation_Image_segmentation													operation_Local_thresholding																																			operations|bioimaging|edam																
http://edamontology.org/operation_Montage	Montage			FALSE			http://edamontology.org/operation_Image_visualisation													operation_Montage																																			operations|bioimaging|edam																
http://edamontology.org/operation_Morphological_operations	Morphological operation	Morphological image processing|Mathematical morphology		FALSE			http://edamontology.org/operation_Image_processing													operation_Morphological_operations																															Morphological image processing				operations|bioimaging|edam																Mathematical morphology
http://edamontology.org/operation_Neuron_image_analysis	Neuron image analysis			FALSE			http://edamontology.org/operation_3443													operation_Neuron_image_analysis																																			operations|bioimaging|edam																
http://edamontology.org/operation_Object_detection	Image feature detection	Image feature extraction		FALSE			http://edamontology.org/operation_3443													operation_Object_detection																															Image feature extraction				operations|bioimaging|edam																
http://edamontology.org/operation_Opening	Opening			FALSE			http://edamontology.org/operation_Morphological_operations													operation_Opening																																			operations|bioimaging|edam																
http://edamontology.org/operation_Optical_flow_analysis	Optical flow analysis			FALSE			http://edamontology.org/operation_3443													operation_Optical_flow_analysis																																			operations|bioimaging|edam																
http://edamontology.org/operation_Overlay	Overlay			FALSE			http://edamontology.org/operation_Image_visualisation													operation_Overlay																																			operations|bioimaging|edam																
http://edamontology.org/operation_Particle_tracking	Particle tracking			FALSE			http://edamontology.org/operation__RDsrmC9l0bZw9kGJzGMCyY8													operation_Particle_tracking																																			operations|bioimaging|edam																
http://edamontology.org/operation_Pixel_classification	Pixel classification	Pixel labeling|Voxel classification|Semantic image segmentation		FALSE			http://edamontology.org/operation_Image_segmentation|http://edamontology.org/operation_2990													operation_Pixel_classification																															Pixel labeling|Voxel classification	Semantic image segmentation			operations|bioimaging|edam																
http://edamontology.org/operation_Projection	Image projection	Minimum projection|Maximum projection|Maximum intensity projection|Mean projection		FALSE			http://edamontology.org/operation_Image_reconstruction													operation_Projection																															Minimum projection|Maximum projection	Maximum intensity projection|Mean projection			operations|bioimaging|edam																
http://edamontology.org/operation_Rotation	Rotation			FALSE			http://edamontology.org/operation__R8ANfLkuHu47r739AkhxrId													operation_Rotation																																			operations|bioimaging|edam																
http://edamontology.org/operation_Shape_features	Shape features	Area		FALSE			http://edamontology.org/operation_Feature_extraction													operation_Shape_features																																	Area		operations|bioimaging|edam																
http://edamontology.org/operation_Skeletonization	Skeletonisation	Medial axis		FALSE			http://edamontology.org/operation_Morphological_operations													operation_Skeletonization																																Medial axis			operations|bioimaging|edam																
http://edamontology.org/operation_Spot_extraction	Spot detection	Seed point detection		FALSE			http://edamontology.org/operation_Object_detection													operation_Spot_extraction																																Seed point detection			operations|bioimaging|edam																
http://edamontology.org/operation_Texture_extraction	Texture extraction	Texture feature extraction|Inverse Difference Moment		FALSE			http://edamontology.org/operation_Feature_extraction													operation_Texture_extraction																															Texture feature extraction	Inverse Difference Moment			operations|bioimaging|edam																
http://edamontology.org/operation_Volume_rendering	Volume rendering			FALSE			http://edamontology.org/operation_Image_visualisation													operation_Volume_rendering																																			operations|bioimaging|edam																
http://edamontology.org/operation_Warping	Warping			FALSE			http://edamontology.org/operation_Geometrical_transform													operation_Warping																																			operations|bioimaging|edam																
http://edamontology.org/operation_Watershed	Watershed segmentation	Watershed transformation|Watershed-based segmentation	Watershed is the term that commonly refers to a mathematical morphology operation that treats a grayscale image as a topographic map and segments the image. The segmentation is performed by a succesive 'flooding' operation from minima in the image starting from different points and separates the image in different catchment basins.|Needs a comment about the relation between the Watershed and Region growing.	FALSE			http://edamontology.org/operation_Image_segmentation													operation_Watershed																												Watershed transformation			Watershed-based segmentation				operations|bioimaging|edam																
http://edamontology.org/topic____Multimodal_imaging	Multimodal imaging		Utilizing different imaging modalities in combination	FALSE			http://edamontology.org/topic_3382													topic____Multimodal_imaging																																																			
http://edamontology.org/topic___F%C3%B6rster_resonance_energy_transfer	Förster resonance energy transfer	FRET|Fluorescence resonance energy transfer		FALSE			http://edamontology.org/topic_Fluorescent_microscopy													B6rster_resonance_energy_transfer																															FRET|Fluorescence resonance energy transfer				bioimaging|topics|edam																
http://edamontology.org/topic___Fluctuation_based_microscopy	Fluctuation based microscopy	SOFI|Super resolution optical fluctuation imaging|Super resolution radial fluctuations|SRRF|Photobleaching microscopy with non-linear processing|PiMP		FALSE			http://edamontology.org/topic_Fluorescent_microscopy													topic___Fluctuation_based_microscopy																																SOFI|Super resolution optical fluctuation imaging|Super resolution radial fluctuations|SRRF|Photobleaching microscopy with non-linear processing|PiMP			bioimaging|topics|edam																
http://edamontology.org/topic___Fluorescence_correlative_spectroscopy	Fluorescence correlative spectroscopy	FCS|Fluorescence cross-correlative spectroscopy|FLCS|FCCS|Fluorescence Lifetime Correlation Microscopy		FALSE			http://edamontology.org/topic_Fluorescent_microscopy|http://edamontology.org/topic__RBfI2XgIsxcfKonPPluKAhK													topic___Fluorescence_correlative_spectroscopy																															FCS		Fluorescence cross-correlative spectroscopy|FLCS|FCCS|Fluorescence Lifetime Correlation Microscopy		bioimaging|topics|edam																
http://edamontology.org/topic___Fluorescence_lifetime_imaging	Fluorescence lifetime imaging microscopy	FLIM		FALSE			http://edamontology.org/topic_Fluorescent_microscopy													topic___Fluorescence_lifetime_imaging																															FLIM				bioimaging|topics|edam																
http://edamontology.org/topic___Fluorescence_recovery_after_photobleaching	Fluorescence recovery after photobleaching	FRAP|Fluorescence Localization after photobleaching|Fluorescence loss in photobleaching|FLIP|iFRAP|Inverse Fluorescence Recovery after photobleaching|FLAP		FALSE			http://edamontology.org/topic_Fluorescent_microscopy													topic___Fluorescence_recovery_after_photobleaching																															FRAP		Fluorescence Localization after photobleaching|Fluorescence loss in photobleaching|FLIP|iFRAP|Inverse Fluorescence Recovery after photobleaching|FLAP		bioimaging|topics|edam																
http://edamontology.org/topic___Image_correlation_spectroscopy	Image correlation spectroscopy	ICS|Particle Image Correlation Spectroscopy|Raster Image Correlation Spectroscopy|RICS|PICS		FALSE			http://edamontology.org/topic_Fluorescent_microscopy													topic___Image_correlation_spectroscopy																															ICS		Particle Image Correlation Spectroscopy|Raster Image Correlation Spectroscopy|RICS|PICS		bioimaging|topics|edam																
http://edamontology.org/topic___Reinforcement_learning	Reinforcement learning			FALSE			http://edamontology.org/topic_3474													topic___Reinforcement_learning																																			bioimaging|topics|edam																
http://edamontology.org/topic___Supervised_learning	Supervised learning			FALSE			http://edamontology.org/topic_3474													topic___Supervised_learning																																			bioimaging|topics|edam																
http://edamontology.org/topic___Unsupervised_learning	Unsupervised learning			FALSE			http://edamontology.org/topic_3474													topic___Unsupervised_learning																																			bioimaging|topics|edam																
http://edamontology.org/topic__R77vfEkRqjIenYUqhDPvdkM	Cryo fixation			FALSE			http://edamontology.org/topic__ReQzVVVh0IPyN0c1V5wQVO													topic__R77vfEkRqjIenYUqhDPvdkM																																			bioimaging|topics|edam																
http://edamontology.org/topic__R7LElbFkBgKS401YKsVtNck	Transmission electron microscopy	TEM		FALSE			http://edamontology.org/topic_0611													topic__R7LElbFkBgKS401YKsVtNck																															TEM				bioimaging|topics|edam																
http://edamontology.org/topic__R7Vn7GbwtqVvGWNAMGdcNW1	Point-scanning microscopy			FALSE			http://edamontology.org/topic_3385													topic__R7Vn7GbwtqVvGWNAMGdcNW1																																			bioimaging|topics|edam																
http://edamontology.org/topic__R7WRbf9Y8ySw9QWPwAjzcUa	In-vitro imaging			FALSE			http://edamontology.org/topic__RL4rPCXlIu9uzNrGcbcSNp													topic__R7WRbf9Y8ySw9QWPwAjzcUa																																			bioimaging|topics|edam																
http://edamontology.org/topic__R89wYXZ2735GXdn4m4GOT9n	Dark field microscopy			FALSE			http://edamontology.org/topic__R9P5gEAm1wic4R2PcZ7ZpPA													topic__R89wYXZ2735GXdn4m4GOT9n																																			bioimaging|topics|edam																
http://edamontology.org/topic__R8nlu8VCuL5nvBFgOaGNHgT	Polarized light microscopy			FALSE			http://edamontology.org/topic__R9P5gEAm1wic4R2PcZ7ZpPA													topic__R8nlu8VCuL5nvBFgOaGNHgT																																			bioimaging|topics|edam																
http://edamontology.org/topic__R8oQpUEjKZjNQCTB4x3JQuJ	Single molecule localization microscopy	SMLM|STORM|Direct stochastic optical reconstruction microscopy|GSDIM|PALM|Photoactivated Localization Microscopy|Fluorescence Photoactivation Localization Microscopy|Ground State Depletion Individual Molecule Return|dSTORM|Stochastic optical reconstruction microscopy		FALSE			http://edamontology.org/topic_Super-resolution_microscopy													topic__R8oQpUEjKZjNQCTB4x3JQuJ																															SMLM	STORM|Direct stochastic optical reconstruction microscopy|GSDIM|PALM|Photoactivated Localization Microscopy|Fluorescence Photoactivation Localization Microscopy|Ground State Depletion Individual Molecule Return|dSTORM|Stochastic optical reconstruction microscopy			bioimaging|topics|edam																
http://edamontology.org/topic__R8Ss4wIFt90wZ1yjFLfXyPM	Correlative Light and Electron Microscopy	CLEM		FALSE			http://edamontology.org/topic_Microscopy													topic__R8Ss4wIFt90wZ1yjFLfXyPM																															CLEM				bioimaging|topics|edam																
http://edamontology.org/topic__R8XUtD89JCyeUaaVebe9Mkw	In-vivo imaging			FALSE			http://edamontology.org/topic__RL4rPCXlIu9uzNrGcbcSNp													topic__R8XUtD89JCyeUaaVebe9Mkw																																			bioimaging|topics|edam																
http://edamontology.org/topic__R96toeNl9iMp8oqv9augU84	In-silico reconstruction	Morphological reconstruction|3D reconstruction		FALSE			http://edamontology.org/topic_0003													topic__R96toeNl9iMp8oqv9augU84																												Morphological reconstruction|3D reconstruction							bioimaging|topics|edam																
http://edamontology.org/topic__R9Cmje2ZUXyDW6aQAvFhwSM	Confocal microscopy			FALSE			http://edamontology.org/topic__R7Vn7GbwtqVvGWNAMGdcNW1													topic__R9Cmje2ZUXyDW6aQAvFhwSM																																			bioimaging|topics|edam																
http://edamontology.org/topic__R9O3HmIAjoN5IqXXXRukzzr	Electron tomography			FALSE			http://edamontology.org/topic__R7LElbFkBgKS401YKsVtNck													topic__R9O3HmIAjoN5IqXXXRukzzr																																			bioimaging|topics|edam																
http://edamontology.org/topic__R9P5gEAm1wic4R2PcZ7ZpPA	Transmission light microscopy			FALSE			http://edamontology.org/topic_3385													topic__R9P5gEAm1wic4R2PcZ7ZpPA																																			bioimaging|topics|edam																
http://edamontology.org/topic__R9PtYz3fOHhRsnKnQzFIXff	Critical-point drying			FALSE			http://edamontology.org/topic__ReQzVVVh0IPyN0c1V5wQVO													topic__R9PtYz3fOHhRsnKnQzFIXff																																			bioimaging|topics|edam																
http://edamontology.org/topic__R9WwNqEL8rvkyBPk7GkDTYh	Photoacoustic tomography	PAT		FALSE			http://edamontology.org/topic_3452													topic__R9WwNqEL8rvkyBPk7GkDTYh																																	PAT		bioimaging|topics|edam																
http://edamontology.org/topic__R9zg34pnGmTyzPidJj9vfJt	Focused ion beam scanning electron microscopy	FIB-SEM		FALSE			http://edamontology.org/topic__RBZsLMTdyuEDtVe2fge61l0													topic__R9zg34pnGmTyzPidJj9vfJt																															FIB-SEM				bioimaging|topics|edam																
http://edamontology.org/topic__RB4unXFUWvdBe91ihVAA9rR	Ex-vivo imaging			FALSE			http://edamontology.org/topic__RL4rPCXlIu9uzNrGcbcSNp													topic__RB4unXFUWvdBe91ihVAA9rR																																			bioimaging|topics|edam																
http://edamontology.org/topic__RBDp7HwdUBEjpS6PRjYfV2V	Bioimage informatics	Bioimage analysis		FALSE			http://edamontology.org/topic_0003													topic__RBDp7HwdUBEjpS6PRjYfV2V																																Bioimage analysis			bioimaging|topics|edam																
http://edamontology.org/topic__RBfI2XgIsxcfKonPPluKAhK	Spectroscopy			FALSE			http://edamontology.org/topic_3382													topic__RBfI2XgIsxcfKonPPluKAhK																																			bioimaging|topics|edam																
http://edamontology.org/topic__RBHw300pzIYcttGsAmIZvk5	Ultrasonography			FALSE			http://edamontology.org/topic_3382													topic__RBHw300pzIYcttGsAmIZvk5																																			bioimaging|topics|edam																
http://edamontology.org/topic__RBKlmE9DGTZwEwxw0juThGg	Multi-photon microscopy	Two-photon excitation Microscopy (TPEM)		FALSE			http://edamontology.org/topic__R7Vn7GbwtqVvGWNAMGdcNW1													topic__RBKlmE9DGTZwEwxw0juThGg																																Two-photon excitation Microscopy (TPEM)			bioimaging|topics|edam																
http://edamontology.org/topic__RBkRgSi7js0c70kjiPgYTgR	Single-photon emission computed tomography	SPECT		FALSE			http://edamontology.org/topic_3452													topic__RBkRgSi7js0c70kjiPgYTgR																																	SPECT		bioimaging|topics|edam																
http://edamontology.org/topic__RbM6PZFI9i5lG4gzAySn0c	Freeze fracturing			FALSE			http://edamontology.org/topic__ReQzVVVh0IPyN0c1V5wQVO													topic__RbM6PZFI9i5lG4gzAySn0c																																			bioimaging|topics|edam																
http://edamontology.org/topic__RBNfUSYBOKUapWrsyPMMTkw	Cryo scanning electron microscopy	Cryo SEM		FALSE			http://edamontology.org/topic__RBZsLMTdyuEDtVe2fge61l0													topic__RBNfUSYBOKUapWrsyPMMTkw																															Cryo SEM				bioimaging|topics|edam																
http://edamontology.org/topic__RBNoPZIOvBhdWGe8mFNpoWQ	Fixed sample imaging			FALSE			http://edamontology.org/topic_3382													topic__RBNoPZIOvBhdWGe8mFNpoWQ																																			bioimaging|topics|edam																
http://edamontology.org/topic__RBsSZve5PnQFO3scMDWo9f0	Area-capturing microscopy			FALSE			http://edamontology.org/topic_3385													topic__RBsSZve5PnQFO3scMDWo9f0																																			bioimaging|topics|edam																
http://edamontology.org/topic__RByvmgDpAo4FOrMdvTm1gwR	Serial block-face scanning electron microscopy			FALSE			http://edamontology.org/topic__RBZsLMTdyuEDtVe2fge61l0													topic__RByvmgDpAo4FOrMdvTm1gwR																																			bioimaging|topics|edam																
http://edamontology.org/topic__RBZsLMTdyuEDtVe2fge61l0	Scanning electron microscopy			FALSE			http://edamontology.org/topic_0611													topic__RBZsLMTdyuEDtVe2fge61l0																																			bioimaging|topics|edam																
http://edamontology.org/topic__RC91JqkkQnsmvg8zuG6Td7q	Structured illumination microscopy	SIM|Multifocal Structured Illumination Microscopy|Saturated Structured Illumination|Instant linear structured Illumination Microscopy|iSIM|MSIM|SSIM		FALSE			http://edamontology.org/topic_Super-resolution_microscopy													topic__RC91JqkkQnsmvg8zuG6Td7q																															SIM		Multifocal Structured Illumination Microscopy|Saturated Structured Illumination|Instant linear structured Illumination Microscopy|iSIM|MSIM|SSIM		bioimaging|topics|edam																
http://edamontology.org/topic__RDCjx86atJP685sX1zrE2ia	Cryo electron tomography			FALSE			http://edamontology.org/topic__R9O3HmIAjoN5IqXXXRukzzr													topic__RDCjx86atJP685sX1zrE2ia																																			bioimaging|topics|edam																
http://edamontology.org/topic__RDdX0TswBVhmWiS1dI3pghN	Bright field microscopy			FALSE			http://edamontology.org/topic__R9P5gEAm1wic4R2PcZ7ZpPA													topic__RDdX0TswBVhmWiS1dI3pghN																																			bioimaging|topics|edam																
http://edamontology.org/topic__RDos3h5yRfjhLUcOImDOFgB	Positron emission tomography	PET scan		FALSE			http://edamontology.org/topic_3452													topic__RDos3h5yRfjhLUcOImDOFgB																																PET scan			bioimaging|topics|edam																
